,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
7552,pMM3NEhU4FA,UCWyskoFukG_D_4Kb7dtULEQ,"La SOBERANIA NACIONAL está en un grave peligro y no debemos permitir que muera ;  cada uno tenemos la obligación moral  de alertar de esta situación a quien tengamos al lado : en casa, al cuñado, al hermano, al tío, al vecino, en el trabajo, a tu compañero, al cliente, al proveedor, al jefe,....  en la cola del supermercado, en el metro, ....¡¡¡ SIN MIEDO !!!.
ESA SERA NUESTRA ARMA para salvar ESPAÑA.",[0. 0. 0. ... 0. 0. 0.],soberania nacion grave peligro debemo permitir muera cada obligaci moral alertar situaci lado casa hermano vecino trabajo compa client proveedor jefe cola supermercado metro miedo sera arma salvar espa,-1.0
7553,pMM3NEhU4FA,UCVQzNCTrfLdrMiPf5geQYEA,Creo que nos desviamos del propósito básico. Una Unión Europea que mira a otro lado mientras en España se instala autoritarismo y dictadura sin división de poderes que además no rinde cuentas adonde va el dinero europeo  no es no que queremos Por eso Holanda ya se plantea el brexit para ellos.,[0. 0. 0. ... 0. 0. 0.],creo desviamo prop sito sico europea mira lado mientra espa instala autoritarismo dictadura divisi poder adem rind cuenta adond dinero europeo queremo holanda plantea brexit,-1.0
7554,pMM3NEhU4FA,UCkMmo7Uk5g2395WhNEFXOLA,"Al final Alemania y Francia que son básicamente la Unión Europea se han quedado con nuestros Parques Naturales, con nuestros ríos y nuestros montes,con las costas,con todo y encima, para colmo,gobiernan los verdes...Verdes por fuera y rojos comunistas por dentro",[0. 0. 0. ... 0. 0. 0.],final alemania francia sicament europea quedado parqu natural mont costa encima colmo gobiernan verd verd rojo comunista dentro,-1.0
7555,pMM3NEhU4FA,UCtpy1JV53MNoxVZitYqg7ag,"..., la Unión Europea es un gran pozo de mierda, lleno de criminales y delincuentes que nos roban vía impuestos nuestro dinero y nuestra vida...

..., los patriotas de los países miembros de la Unión Europea, debían denunciar y juzgar tantas irregularidades que se están cometiendo contra los ciudadanos europeos...",[0. 0. 0. ... 0. 0. 0.],europea gran pozo mierda lleno criminal delincuent roban impuesto dinero vida patriota miembro europea denunciar juzgar tanta irregularidad cometiendo ciudadano europeo,-1.0
7556,pMM3NEhU4FA,UCJ-93SCCZwB6iICeYHhM4oQ,"Solo queda VOX !!!
O que un lobo se coma el poni de la ""Sra Angela Merkel !!!  ""
Que vergüenza!!!!",[0. 0. 0. ... 0. 0. 0.],solo queda lobo coma poni angela merkel verg enza,-1.0
7559,pMM3NEhU4FA,UC8bEDyL3QMXmucc3_QGxfKA,"Mi boto estará con vosotros, la agenda 2030 nos hundirá en la miseria más absoluta, somos un país que gracias a dios tenemos de todo sólo falta que nos lo creamos, no necesitamos nada de nadie",[0. 0. 0. ... 0. 0. 0.],boto agenda hundir miseria absoluta gracia dio falta creamo necesitamo nadi,-1.0
7560,pMM3NEhU4FA,UCROIjnDmqQRNCx-pFKW_IeA,"Que horror !!!! Cada día mandamos menos en nuestro  PAÍS,  NOS ESTÁN ATANDO LAS MANOS  NO  LO  PODEMOS PERMITIR...GRACIAS VOX😊",[0. 0. 0. ... 0. 0. 0.],horror cada mandamo meno atando mano podemo permitir gracia,-1.0
7562,pMM3NEhU4FA,UCvUaDCi8krcGDmY0gLWm01w,"Y porqué esperar a Junio del próximo año?. Hay que hacerlo ya. Para Junio España será roja comunista bolivariana, y chavistas, y el Felon traidor de Sánchez, saldrá de la UE, cerrará fronteras, y meterá en prisión y asesinara a todos los que no pensamos igual. Busade despierta. España está rota y llena de rojos. Separatistas. Anticonstitucionales. Antimonarquicos. Pronto irá a por Puigdemon el rebelde, y Sánchez será el emperador de España.",[0. 0. 0. ... 0. 0. 0.],porqu esperar junio ximo hacerlo junio espa roja comunista bolivariana chavista felon traidor nchez saldr cerrar frontera meter prisi asesinara pensamo igual busad despierta espa rota llena rojo separatista anticonstitucional antimonarquico pronto puigdemon rebeld nchez emperador espa,-1.0
7563,pMM3NEhU4FA,UCwO6tFOJbimPvcfshzxxm8Q,"El glisofato 10 años, yo no quiero cancer, quiero fauna, pájaros, insectos, etc, agua glisofato y contaminada, no se dan cuenta",[0. 0. 0. ... 0. 0. 0.],glisofato quiero cancer quiero fauna jaro insecto agua glisofato contaminada cuenta,-1.0
7569,UTj8GFLHv-o,UCGMoNzri1l1bk3yLwj31azQ,Más falso que Judas,[0. 0. 0. ... 0. 0. 0.],falso juda,-1.0
7570,UTj8GFLHv-o,UCg0z4AZSj51M9nn61WVxpMg,Está consentido y aceptado por philippe 6 que no quiere problemas y no le importa la situacion de España. El aabe el daño que hace sanchez y asi y todo le ha reelegido como presidente del gobierno. No se  culpe pues a sanchez sino a quien le consiente todo.,[0. 0. 0. ... 0. 0. 0.],consentido aceptado philipp quier problema importa situacion espa aab hace sanchez reelegido president gobierno culp pue sanchez sino consient,-1.0
7573,UTj8GFLHv-o,UCatFt3SCazklqSzPSE94Z1w,Un muro alrededor suyo  del que sea imposible salir  👹,[0. 0. 0. ... 0. 0. 0.],muro alrededor impos salir,-1.0
7576,UTj8GFLHv-o,UColtBEJ3deQAxxqBk6i-61Q,marlasca no es un genio sino que un criminal.Abusa descaradamente del poder como su querido amo pedro sanchez.!!!!!,[0. 0. 0. ... 0. 0. 0.],marlasca genio sino crimin abusa descaradament poder querido pedro sanchez,-1.0
7577,UTj8GFLHv-o,UCjJjsw-_YMXm1vAfu8nlVcg,Que pena la policía  que tanto ha defendido el pueblo como se esta  prestando a la policia de la gestapo,[0. 0. 0. ... 0. 0. 0.],pena polic defendido pueblo prestando policia gestapo,-1.0
7578,UTj8GFLHv-o,UCmjYU3wfbc9-dRaBhPk1Waw,"Señor,Pinocho era un niño inocente,luego lloraba de su mentiras,el tipo de la Moncloa no lliora sobre sus mentiras,se ha engordado de sus mentiras.",[0. 0. 0. ... 0. 0. 0.],pinocho inocent luego lloraba mentira tipo moncloa lliora mentira engordado mentira,-1.0
7588,J9rQUdNG_GA,UC_4B5jnSvCi1EdNLTdYRY0A,"En el libro Yo fui espía de Franco, este espia conocido como Cisne, de origen republicano, elata como la relación del gobierno de aquella época mantenía relaciones con la URSS. Que eran de mayor confianza que con la de los aliados yankees.
Con los americanos siempre tenían la certeza que no permitían a España actuar libremente.
También habla, sobre la importación de carbón soviético por unas huelgas en Asturias. Y los acuerdos pesqueros con la URSS, a escondidas de los ""aliados"" americanos.
En fin, todo tramoya de relato hollywoodiense.",[0. 0. 0. ... 0. 0. 0.],libro franco espia conocido cisn origen republicano elata relaci gobierno aquella poca manten relacion urss mayor confianza aliado yanke americano siempr certeza permit espa actuar librement tambi habla importaci carb sovi tico una huelga asturia acuerdo pesquero urss escondida aliado americano tramoya relato hollywoodiens,-1.0
7591,J9rQUdNG_GA,UCAuGe5vwWUr_6yGT6HlYk3g,"Claro , no se que le pudiéramos pedir cuenta por lo que nos hicieron en Cuba en Filipinas o Puerto Rico. Jeje. Y encima premio Nobel con todas las trapisondas que armó en conspiraciones contra el mundo siempre en favor de EEUU. Estaba claro, y está claro , el control del mundo hoy por hoy sigue en manos de esos mismos. La democracia es una máscara, como la libertad para que sus empresas tengan las puertas abiertas de circulación para exportar sus productos allá donde les interese. Y atrás escondida la auténtica cara, el hegemonismo por el control del mundo, caiga quién caiga.",[0. 0. 0. ... 0. 0. 0.],claro pudi ramo pedir cuenta hicieron cuba filipina puerto rico jeje encima premio nobel toda trapisonda conspiracion mundo siempr favor eeuu claro claro control mundo sigu mano mismo democracia scara libertad empresa puerta abierta circulaci exportar producto interes escondida ntica cara hegemonismo control mundo caiga caiga,-1.0
7596,J9rQUdNG_GA,UCcmrVfzfs0l8wE6rpH7qIow,Infeliz y maldito aquel que odia a la madre patria ... España ❤,[0. 0. 0. ... 0. 0. 0.],infeliz maldito aquel odia madr patria espa,-1.0
7598,J9rQUdNG_GA,UCx8St5bAdUrYGyOhZQ2JQbQ,Pues si hay males que duran 100 años. Que vaya al infierno,[0. 0. 0. ... 0. 0. 0.],pue male duran vaya infierno,-1.0
7603,J9rQUdNG_GA,UCo6my3bgefbHgGtIoYs-wvQ,Como dice el dicho: Muerto el perro se acabó la rabia. Dios les bendiga,[0. 0. 0. ... 0. 0. 0.],dice dicho muerto perro acab rabia dio bendiga,-1.0
7604,J9rQUdNG_GA,UCrAagaQXBTE7Iw1W473VWhA,Dónde irá un narizotas que no de por el colon. Bezito desde Bizkaia. Viva Kortatu.,[0. 0. 0. ... 0. 0. 0.],narizota colon bezito bizkaia viva kortatu,-1.0
7605,kvzj-CjtVcw,UCZ4zwEqNJ4PMSgdoMdsDFCQ,"VERRRGÜENZA DE REY ‼️ Y YA DEL DESPOJO HUMANO DE SÁNCHEZ PÉREZ, NO HACE FALTA NI HABLAR‼️",[0. 0. 0. ... 0. 0. 0.],verrrg enza despojo humano nchez hace falta hablar,-1.0
7609,kvzj-CjtVcw,UCy2I0ETMs4d4QizSw9k4dtg,"Felipe es otro títere de los globalistas, otro con el pin de la agenda 2030. Q le habrán prometido, los de Bilderberg, para q acepte q lo echen a la p. calle y q su hija no reine nunca.?",[0. 0. 0. ... 0. 0. 0.],felip tere globalista agenda habr prometido bilderberg acept echen call hija rein nunca,-1.0
7611,kvzj-CjtVcw,UCzj3liwUgIaRxQit7dcifsg,"Pedro engañará a los  prófugos de la justicia,  Todo papel mojado,  Se la jugó  al puchi,  corructos,  sinverguenzas. Nos va a costar,  pero venceremos",[0. 0. 0. ... 0. 0. 0.],pedro enga fugo justicia papel mojado puchi corructo sinverguenza costar venceremo,-1.0
7613,kvzj-CjtVcw,UCFcI1vM47x6C0TyvGhkPYrg,"TODOS CHALADOS, SI EL REY DA UN PUÑETAZO EN LA MESA EN ESTE MOMENTO, SE ROMPE ESPAÑA.  alguno se da cuenta de eso?  .",[0. 0. 0. ... 0. 0. 0.],chalado etazo mesa momento romp espa alguno cuenta,-1.0
7616,kvzj-CjtVcw,UCvB6uoRpbIobSUG21IorzXA,Este gobierno no tiene límites los HdelaGP,[0. 0. 0. ... 0. 0. 0.],gobierno mite hdelagp,-1.0
7617,kvzj-CjtVcw,UCvB6uoRpbIobSUG21IorzXA,Dimisión Felipe y Sánchez,[0. 0. 0. ... 0. 0. 0.],dimisi felip nchez,-1.0
7622,kvzj-CjtVcw,UCeguA1nk13v7BFxv6D0Bs9w,"😂😂😂ahora te enteras mas vale tarde que nunca, y las gracias hay que darsela a la tolosa la roja, cria cuervos y te sacaran los ojos",[0. 0. 0. ... 0. 0. 0.],ahora entera vale tard nunca gracia darsela tolosa roja cria cuervo sacaran ojo,-1.0
7624,kvzj-CjtVcw,UCFnlCNU2A1eO89YfTtcLFVg,"Ser FELIPE O ACABA CON EL CARA DE CEMENTO ESTE LE VA A ESPUSAR AL REY  SI ES UN ÑOÑO NO NOS HACE FALTA ,QUE Vergüenza como esta España que me lo digan ami lo se mejos que el rey es de asco no nos reconocen derechos si estas separada sin ayuda ,aunque no tengas pensión y ayas criado  4 hijos  19:28",[0. 0. 0. ... 0. 0. 0.],felip acaba cara cemento espusar hace falta verg enza espa digan mejo asco reconocen derecho separada ayuda aunqu pensi aya criado hijo,-1.0
7626,mCmbFV96KQE,UCpCYXRQfamc4ICvFdRjSyaw,Tiene tanta razón con lo de vzla,[0. 0. 0. ... 0. 0. 0.],tanta vzla,-1.0
7632,mCmbFV96KQE,UCNIbRYA-pnC0U1cJH0TfOew,"La primera vez que veo este show. El chamo que tiene el Cap 🧢 @isra le falta mucho , de hecho se le educó y se le enseñó mucho . Súper fastidioso. @Aberlardo ten cuidado porque tu compañero no sabe ni tiene las dinámicas para entrevistar a este tipo de personajes .",[0. 0. 0. ... 0. 0. 0.],primera show chamo isra falta hecho educ ens fastidioso aberlardo cuidado compa sabe mica entrevistar tipo personaj,-1.0
7643,mCmbFV96KQE,UCiSMOiE0RxfUFU7P4DA3g1A,"Hablan de la mariguana como un problema , que atraso de persona ese seudobukele la misma mierd que todos los políticos.... los bobos que les creen .... si hablas lindo bukelito casi me lo creo ..",[0. 0. 0. ... 0. 0. 0.],hablan mariguana problema atraso persona seudobukel misma mierd tico bobo creen habla lindo bukelito casi creo,-1.0
7646,zulgnbHycj4,UCmiO9E7rysoeqnMbXPvq2aA,"Por qué los polítigos del PSOE pueden hacer lo que quieran con total impunidad y a los del PP con falsas acusaciones acaban con ellos. Son los medios de comunicación los culpables, lobbies, justicia corrupta?.",[0. 0. 0. ... 0. 0. 0.],tigo psoe pueden hacer quieran total impunidad falsa acusacion acaban medio comunicaci culpabl lobbi justicia corrupta,-1.0
7649,zulgnbHycj4,UCe8RvLDRjTuEEO0z0TzoCMw,"Mira si podría haber hecho algo el rey, cuando no se presentaron a consulta los separatas para decirle a quién apoyaban. Si no respetan la institución de la monarquía y dan los pasos que dice la constitución, debería haberle denegado a Sánchez la presidencia. 
Sólo falta que se le meen en la cara y el pone el ceño fruncido. VENGA YAAAAA
Y luego el mamoneo de  la mierda la reina con su sanchidad. Todos los españoles viendo cómo lo siguiente es la monarquía y él desde Zarzuela con un montón de asesores ni se inmuta?
Algo huele mal en Dinamarca...
A lo mejor las escuchas de los móviles llegaron hasta allí, porque si no, no se comprende.",[0. 0. 0. ... 0. 0. 0.],mira podr haber hecho presentaron consulta separata decirl apoyaban respetan instituci monarqu paso dice constituci deber haberl denegado nchez presidencia falta meen cara pone fruncido venga yaaaaa luego mamoneo mierda reina sanchidad espa ole viendo siguient monarqu zarzuela mont asesor inmuta huel dinamarca mejor escucha vile llegaron comprend,-1.0
7650,zulgnbHycj4,UCe8RvLDRjTuEEO0z0TzoCMw,"El rey no está poco respaldado. En numerosas ocasiones muchos jueces se lo han dicho, la guardia civil, el ejército ( no olvidemos que es la máxima autoridad del mismo). Y él está mirando para otro lado. 
Su padre está seriamente preocupado por la situación de España. Lástima que no tenga 20 años menos, si no, derrocaría a su hijo, seguro.",[0. 0. 0. ... 0. 0. 0.],respaldado numerosa ocasion juec dicho guardia civil rcito olvidemo xima autoridad mismo mirando lado padr seriament preocupado situaci espa stima meno derrocar hijo seguro,-1.0
7651,zulgnbHycj4,UCe8RvLDRjTuEEO0z0TzoCMw,"Estoy en total desacuerdo contigo, el discurso del rey fue decepcionante y nos ha traicionado. 
Su papel no es meramente figurado, es el guardián de la constitución. Y se está tocando los huevos.
No ha dicho nada sobre  el malestar de los españoles en las calles ni nada de nada.
TRAIDOR",[0. 0. 0. ... 0. 0. 0.],total desacuerdo contigo discurso decepcionant traicionado papel merament figurado guardi constituci tocando huevo dicho malestar espa ole call traidor,-1.0
7652,zulgnbHycj4,UCD3TpTgYzYWmfG3rD0Ym-ew,"Menos mal que, gracias al PP vamos a luchar contra el precio del aceite y la inflación. Lo de la amnistía, si eso, para otro día.
La Reina Malthusiana, es mejor que evite hacer como que entiende de esas cosas, y deje de tocar los huevos a la ciudadanía, que es la que tiene que sufrir las consecuencias. 
No se que tiene que ver la libertad con la republica ni con la democracia.",[0. 0. 0. ... 0. 0. 0.],meno gracia vamo luchar precio aceit inflaci amnist reina malthusiana mejor evit hacer entiend cosa deje tocar huevo ciudadan sufrir consecuencia libertad republica democracia,-1.0
7654,zulgnbHycj4,UC1pkSy6Mj8Kj_FaKNZC68qQ,"A la Reina consorte se le ha olvidado que, al igual que su esposo, y ella aún más, debe abstenerse de opinar sobre asuntos que puedan concernir a la política.
La  periodista parece que en la asignatura de Historia flojeaba. Debería haber aprendido que el papel de las reinas consortes  siempre se reduce a uno, a saber, parir.
Esto puede parecer machista. No lo soy. El feminismo se concibe como la libertad de opción de las mujeres. Y ella optó y eligió.",[0. 0. 0. ... 0. 0. 0.],reina consort olvidado igual esposo debe absteners opinar asunto puedan concernir tica periodista parec asignatura historia flojeaba deber haber aprendido papel reina consort siempr reduc saber parir pued parec machista feminismo concib libertad opci mujer eligi,-1.0
7656,zulgnbHycj4,UCw5bhuW1sSHr5uYjXZULgWQ,"me encanta ver cómo hay gente que cree que el rey está ""haciendo algo"" por mentar a la Constitución en un discurso... También lo hace Sánchez y es el que nos lleva de vuelta a los primeros días de la Segunda República...",[0. 0. 0. ... 0. 0. 0.],encanta gent cree haciendo mentar constituci discurso tambi hace nchez lleva vuelta primero segunda blica,-1.0
7657,zulgnbHycj4,UCOZzloeb6FHl2IjCwkPTJeQ,Parece mentira que aún no os hayáis dado cuenta que a la p. Nacional lo único que le interesa es la nómina y si es alta y encima pueden pegar mamporros a tutiple pues mejor que mejor.,[0. 0. 0. ... 0. 0. 0.],parec mentira dado cuenta nacion nico interesa mina alta encima pueden pegar mamporro tutipl pue mejor mejor,-1.0
7659,zulgnbHycj4,UClPs4lwMEiycfcio-DXzNOA,"Tenemos tal cantidad de sinvergüenzas y de pobredumbre en todos los niveles, en cualquier sector, banda, etc. En todo tipo de personajes que influyen en la opinión pública: Políticos, periodistas, presentadores, etc., de cualquier tendencia política, nos encontramos con innumerables farsantes, e hipócritas.  
Hay tal cantidad de vendidos, de Judas que se venden por menos de 30 monedas, que para los ciudadanos vemos muy difícil salir de esta cloaca montada. No vivimos en una democracia, está clarísimo que vivimos en una sociedad totalmente mafiosa. Donde si escarbas un poco en cualquier tema, sale M… en cantidad.
La mayoría hablan muy bien, para los que les quieran oír, pero a la hora de hacer algo son un fracaso. La prueba es que llevamos años en la que la clase media va desapareciendo, y se va sustituye por pobreza. Esto está claríiiiisimo, pero muchos no lo querrán aceptar, o mirarán para otro lado, contribuyendo con su actitud a nuestra ruina!!",[0. 0. 0. ... 0. 0. 0.],cantidad sinverg enza pobredumbr nivel cualquier sector banda tipo personaj influyen opini blica tico periodista presentador cualquier tendencia tica encontramo innumer farsant crita cantidad vendido juda venden meno moneda ciudadano vemo salir cloaca montada vivimo democracia clar simo vivimo sociedad totalment mafiosa escarba cualquier tema sale cantidad mayor hablan bien quieran hora hacer fracaso prueba llevamo clase media desapareciendo sustituy pobreza clar iiiisimo querr aceptar mirar lado contribuyendo actitud ruina,-1.0
7660,zulgnbHycj4,UCDKOlpbZM24wXq18xl12raQ,"España está adoctrinada en el globalismo, y sus causantes son el PP y el PSOE.",[0. 0. 0. ... 0. 0. 0.],espa adoctrinada globalismo causant psoe,-1.0
7661,zulgnbHycj4,UC-CIHLkmBVht-_vJk2O8-kw,"Zapatero en su mandato pasó igual, mintiendo al pueblo que íbamos los 1os en la economía de Europa y lo que íbamos era los últimos y nos dejó con muchas deudas. Cómo no nos espabilemos este además nos deja sin suelo, sin tierra dónde pisar",[0. 0. 0. ... 0. 0. 0.],zapatero mandato igual mintiendo pueblo bamo econom europa bamo ltimo mucha deuda espabilemo adem deja suelo tierra pisar,-1.0
7664,zulgnbHycj4,UCpS07aoVLDWTmnQ1JA4Abiw,Al PP se le estába viendo venir  y yo no soy política y ni me va ni me viene soy neutral pero a las personas se las ve lo llevan en la cara es muy fácil leersela,[0. 0. 0. ... 0. 0. 0.],viendo venir tica vien neutral persona llevan cara leersela,-1.0
7665,ZwpNB8SxOW4,UC9XEHiukfzJceSdzkYBjgtg,¿Debería el Rey impedir la investidura de Pedro Sánchez?,[0. 0. 0. ... 0. 0. 0.],deber impedir investidura pedro nchez,-1.0
