,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
8189,EEQ0qOyvP3k,UC0sohhgjdnJuJoDrYRJtuFQ,Miren todo esto son cumplimientos de la palabra de Dios dice q en los últimos días la maldad se multiplicará  son cumplimientos apolítico este viejito  es un ignorante no sabe nada AMLO HA HECHO TODO  LO MEJOR HA DADO SU MEJOR ESFUERZO,[0. 0. 0. ... 0. 0. 0.],miren cumplimiento palabra dio dice ltimo maldad multiplicar cumplimiento apol tico viejito ignorant sabe amlo hecho mejor dado mejor esfuerzo,0.0
8191,EEQ0qOyvP3k,UCLcGsEvRbMvtXxt0CsIqZgQ,"Jorge Ramos es un catarro.  Por qué no habla de lo bien que va la economía,  de la autosuficiencia energética,  del freno a la corrupción, de las megaobras que se han logrado en base a la honestidad y austeridad?",[0. 0. 0. ... 0. 0. 0.],jorg ramo catarro habla bien econom autosuficiencia energ tica freno corrupci megaobra logrado base honestidad austeridad,0.0
8195,EEQ0qOyvP3k,UCUJuQi1GGju1ACoDWaNvJog,Con solo estar enviando besos y abrazos a los narcos.,[0. 0. 0. ... 0. 0. 0.],solo enviando beso abrazo narco,0.0
8200,J5TGe46T6Gw,UC9H8z-XEI42GjkUXzP3XxMw,Ese omar rincon solo save fumar jajajajaj,[0. 0. 0. ... 0. 0. 0.],omar rincon solo save fumar jajajajaj,0.0
8203,J5TGe46T6Gw,UChUOIYOUu4IFzC7a3pCwnyQ,El país donde la minoría quiere que la mayoría haga lo q ellos dicen.  No se tomen nada personal y si no les gusta el contenido de ellos ps no lo mire,[0. 0. 0. ... 0. 0. 0.],minor quier mayor haga dicen tomen person gusta contenido mire,0.0
8205,J5TGe46T6Gw,UCSqg8RgKPzTorcpu71BcN8g,La gente hablando caca. El humor no tiene limites ni mucho menos es inocente. El humor es tan subjetivo que no hay una linea que trazar. Y prestarle atención a un par de comediantes y no a los verdaderos victimarios es un verdadero chiste de humor negro.,[0. 0. 0. ... 0. 0. 0.],gent hablando caca humor limit meno inocent humor subjetivo linea trazar prestarl atenc comediant verdadero victimario verdadero chist humor negro,0.0
8206,J5TGe46T6Gw,UCNXf8qNXB2-GwaohtThQsPw,El tema es q la víctima no debió morir PQ el estado debe brindarle seguridad,[0. 0. 0. ... 0. 0. 0.],tema ctima debi morir debe brindarl seguridad,0.0
8208,J5TGe46T6Gw,UC3ERt5213X786bZ4X6vlUFQ,Min 6:33 el HpT@@ hace un chiste DEL TEMA.,[0. 0. 0. ... 0. 0. 0.],hace chist tema,0.0
8210,J5TGe46T6Gw,UC4m53Iue_0wcWM6eGxOc-OQ,La ramploneria ywll humor facil...y,[0. 0. 0. ... 0. 0. 0.],ramploneria ywll humor facil,0.0
8213,J5TGe46T6Gw,UChfUGw-4VzycoVXU0rCw-_w,"La libertad de expresión, se pierde cuando una federación le prohibe a alguien ponerse la camiseta de la selección, por pendejadas.",[0. 0. 0. ... 0. 0. 0.],libertad expresi pierd federaci prohib alguien poners camiseta selecci pendejada,0.0
8215,J5TGe46T6Gw,UCKtKro3UcBeUXRjG7WRHMtA,Me siguen gustando más ellos que ustedes gracias adios,[0. 0. 0. ... 0. 0. 0.],siguen gustando usted gracia adio,0.0
8216,J5TGe46T6Gw,UCfQOetfr1BdK2Kf-TAwn2Lg,"La libertad de expresión, y el humor no debe tener límites.",[0. 0. 0. ... 0. 0. 0.],libertad expresi humor debe tener mite,0.0
8217,J5TGe46T6Gw,UCUWZ6FpOkkMeJIRLDXjcmyA,Demalas ellos si informan la realidad,[0. 0. 0. ... 0. 0. 0.],demala informan realidad,0.0
8220,J5TGe46T6Gw,UC9H8z-XEI42GjkUXzP3XxMw,Ese omar rincon solo save fumar jajajajaj,[0. 0. 0. ... 0. 0. 0.],omar rincon solo save fumar jajajajaj,0.0
8223,J5TGe46T6Gw,UChUOIYOUu4IFzC7a3pCwnyQ,El país donde la minoría quiere que la mayoría haga lo q ellos dicen.  No se tomen nada personal y si no les gusta el contenido de ellos ps no lo mire,[0. 0. 0. ... 0. 0. 0.],minor quier mayor haga dicen tomen person gusta contenido mire,0.0
8225,J5TGe46T6Gw,UCSqg8RgKPzTorcpu71BcN8g,La gente hablando caca. El humor no tiene limites ni mucho menos es inocente. El humor es tan subjetivo que no hay una linea que trazar. Y prestarle atención a un par de comediantes y no a los verdaderos victimarios es un verdadero chiste de humor negro.,[0. 0. 0. ... 0. 0. 0.],gent hablando caca humor limit meno inocent humor subjetivo linea trazar prestarl atenc comediant verdadero victimario verdadero chist humor negro,0.0
8226,J5TGe46T6Gw,UCNXf8qNXB2-GwaohtThQsPw,El tema es q la víctima no debió morir PQ el estado debe brindarle seguridad,[0. 0. 0. ... 0. 0. 0.],tema ctima debi morir debe brindarl seguridad,0.0
8228,J5TGe46T6Gw,UC3ERt5213X786bZ4X6vlUFQ,Min 6:33 el HpT@@ hace un chiste DEL TEMA.,[0. 0. 0. ... 0. 0. 0.],hace chist tema,0.0
8230,J5TGe46T6Gw,UC4m53Iue_0wcWM6eGxOc-OQ,La ramploneria ywll humor facil...y,[0. 0. 0. ... 0. 0. 0.],ramploneria ywll humor facil,0.0
8233,J5TGe46T6Gw,UChfUGw-4VzycoVXU0rCw-_w,"La libertad de expresión, se pierde cuando una federación le prohibe a alguien ponerse la camiseta de la selección, por pendejadas.",[0. 0. 0. ... 0. 0. 0.],libertad expresi pierd federaci prohib alguien poners camiseta selecci pendejada,0.0
8235,J5TGe46T6Gw,UCKtKro3UcBeUXRjG7WRHMtA,Me siguen gustando más ellos que ustedes gracias adios,[0. 0. 0. ... 0. 0. 0.],siguen gustando usted gracia adio,0.0
8236,J5TGe46T6Gw,UCfQOetfr1BdK2Kf-TAwn2Lg,"La libertad de expresión, y el humor no debe tener límites.",[0. 0. 0. ... 0. 0. 0.],libertad expresi humor debe tener mite,0.0
8237,J5TGe46T6Gw,UCUWZ6FpOkkMeJIRLDXjcmyA,Demalas ellos si informan la realidad,[0. 0. 0. ... 0. 0. 0.],demala informan realidad,0.0
8241,vexpy_VrXhw,UC_P5UJq7DEKyLoDnGdmyorA,"0:30 Porque todas no piensa como tú, porque ellas nacieron mujer y su naturaleza humana son cuidadoras por excelencia. Que si se le debería pagar, la pregunta quién va a apagar. Yo pago por el cuidado de mí esposa y de mis hijos, no le pienso pagar a un hombre.",[0. 0. 0. ... 0. 0. 0.],toda piensa nacieron mujer naturaleza humana cuidadora excelencia deber pagar pregunta apagar pago cuidado esposa hijo pienso pagar hombr,0.0
8242,vexpy_VrXhw,UCW6coQUfAp4cApFM7_8Opnw,"El concepto de igualdad es como querer el paraíso en la tierra, cuando los valores de ambos no se respetan😮",[0. 0. 0. ... 0. 0. 0.],concepto igualdad querer tierra valor ambo respetan,0.0
8246,vexpy_VrXhw,UC2UGMjA989FjIUMGMHmJ8ZA,"Patriarcado, papacito,...esto lo escuché no lo repito señora, ni lo escucho.",[0. 0. 0. ... 0. 0. 0.],patriarcado papacito escuch repito escucho,0.0
8247,vexpy_VrXhw,UC2UGMjA989FjIUMGMHmJ8ZA,"Si Christian Felber, no ha logrado nada siendo Honoren Causa en Economía, a mi me darán menos en Filosofía.",[0. 0. 0. ... 0. 0. 0.],christian felber logrado siendo honoren causa econom meno filosof,0.0
8248,vexpy_VrXhw,UCCM2ODfoFqAO4pf3oxEO85g,Paletilla de que pueblo has salido?,[0. 0. 0. ... 0. 0. 0.],paletilla pueblo salido,0.0
8251,vexpy_VrXhw,UCFaY8_PcE96Fg5HQVY5fgwg,animallllll,[0. 0. 0. ... 0. 0. 0.],animalllll,0.0
8252,vexpy_VrXhw,UC8j8B9jwzDdY_3sxRmah2xg,"Que cosas me haces ver profe 
Bueno ahora a comer 😋",[0. 0. 0. ... 0. 0. 0.],cosa hace profe bueno ahora comer,0.0
8253,vexpy_VrXhw,UCILGcZxlSX5wYwKw80ds4Ww,Propaganda,[0. 0. 0. ... 0. 0. 0.],propaganda,0.0
8255,vexpy_VrXhw,UC6BQYmFiTK7v4YoMZoJJbWg,tienes dos isquierdas porquue derechos no te veo,[0. 0. 0. ... 0. 0. 0.],isquierda porquu derecho,0.0
8261,WGVBOKnBBfM,UCaSsAcPYu2Iqmu-wh8hBVYQ,"Muchos son llamados pocos escogidos, SATANÁS tiene el gobierno d éste mundo, pronto vendrá Jesucristo y pondrá un gobierno justo,sano y santo",[0. 0. 0. ... 0. 0. 0.],llamado poco escogido satan gobierno mundo pronto vendr jesucristo pondr gobierno justo sano santo,0.0
8262,WGVBOKnBBfM,UCedf6LKHbL93r68Lry3VJaw,"Puedo hacer un comentario ??, !  O K, gracias !!! Se dice o se llama al periodismo :  “ el tercer poder”, eso si es una falacia!!!,  porque en realidad es “ el primer poder”!! .  Lo digo porque hace tal vez quince o veinte años o más, se Preciado un programa televisivo, donde se llamaba al  o a la que quisiera, a un programa de preguntas y respuestas con un premio de un millón de dólares, ( en ese tiempo aún era muchísimo dinero),  y tuvo tanto éxito, que hasta se interrumpía el trabajo para verlo,  EXITO TOTAL DE ESE CANAL, pues desaparecían todos los otros, o sea un éxito de marqueting total !!!   Y así se fueron quedando  “ los mejores”  hasta que quedó solo uno que cada día respondía las  más difíciles preguntas, y con cada respuesta aumentaba el monto del premio.   Hasta que un día llegó la respuesta final,!!!! Y se alzó con el Gran Premio.  Pero…… no recuerdo por qué se judicializó ese premio. Pero sí, fue a los tribunales porque alguien dijo que estaba manipulado.   Y se armó un gran  alboroto.by un juez dio el veredicto.  Que gracias a que un  “ buen abogado defensor”.  Logró convencer al público que si hubo manipulación solo había sido un “ programa de divertimiento”.    Y así, aunque se probó que el ganador tenía la respuesta verdadera,  dada por el canal no hubo fraude ni estafa. Y  solo tuvo un tirón lilo de orejas el canal !!!!!! ESO DEMUESTRA EL PODER DE LA PRENSA!!!!!. Jamás perderá un pleito. Y así nacieron varios otros aunque menor importancia.",[0. 0. 0. ... 0. 0. 0.],puedo hacer comentario gracia dice llama periodismo tercer poder falacia realidad primer poder digo hace quinc veint preciado programa televisivo llamaba quisiera programa pregunta respuesta premio mill lare tiempo much simo dinero xito interrump trabajo verlo exito total canal pue desaparec xito marquet total quedando mejor qu solo cada respond cile pregunta cada respuesta aumentaba monto premio lleg respuesta final gran premio recuerdo judicializ premio tribunal alguien dijo manipulado gran alboroto juez veredicto gracia buen abogado defensor logr convenc blico manipulaci solo sido programa divertimiento aunqu prob ganador respuesta verdadera dada canal fraud estafa solo lilo oreja canal demuestra poder prensa perder pleito nacieron vario aunqu menor importancia,0.0
8265,WGVBOKnBBfM,UCedf6LKHbL93r68Lry3VJaw,"Ya no escribo más porque es interesantísimo lo que dice ,sr y además ya soy mayor cita y me canso. . Hasta en los huesos somos diferentes y no puede ser casualidad o como decimos en guaraní, gua rango. I KUAMA GÜYRE; TA MBOKAYA API: ( traducción : toda ves que tenga un agujero, aunque sea una semilla de coco)",[0. 0. 0. ... 0. 0. 0.],escribo interes simo dice adem mayor cita canso hueso diferent pued casualidad decimo guaran rango kuama mbokaya traducci toda agujero aunqu semilla coco,0.0
8266,WGVBOKnBBfM,UCedf6LKHbL93r68Lry3VJaw,"Que bien lo está diciendo usted, señor. !!! Y ellos lo saben!!!, siiii lo saben , pero no quieren perder. Y como ellos se avergüenzan de ser asi, y como dice el dicho, : DONDE SE ESCONDERÍA MEJOR UNA MARGARITA??,    Pues en un cantero de margaritas !!! Pero por suerte o porque ya lo sabemos, está  “ moda” durará sólo treinta años, no más, y de pronto los encarcelaran.!!!",[0. 0. 0. ... 0. 0. 0.],bien diciendo ust saben siiii saben quieren perder averg enzan dice dicho escond mejor margarita pue cantero margarita suert sabemo moda durar treinta pronto encarcelaran,0.0
8267,WGVBOKnBBfM,UCedf6LKHbL93r68Lry3VJaw,"Señor, eso lo saben, pero en el fondo es un desafío,  estamos tratando de confirmar que tenemos más fuerza, y que lo que decimos DEBE SER CIERTO , aunque no lo sea.  Esa es nuestra moderna manera de actuar.  Y LO SABEN MUY BIEN; PERO TIENEN QUE HACERSE ESCUCHAR, SI SE MIENTE MUCHO,  terminará siendo verdad, aunque siga siendo mentira. Parece un chiste, verdad?,.",[0. 0. 0. ... 0. 0. 0.],saben fondo desaf tratando confirmar fuerza decimo debe cierto aunqu moderna manera actuar saben bien hacers escuchar mient terminar siendo verdad aunqu siga siendo mentira parec chist verdad,0.0
8270,WGVBOKnBBfM,UCk3s0xRThEB6uKkm9Lfz9dg,Porque ese tio no habla português!??,[0. 0. 0. ... 0. 0. 0.],habla portugu,0.0
8272,WGVBOKnBBfM,UCnvcJFCC4xMy-Waf5uOS4uA,"Si señor , hombre y mujer , no hombre -hombre ni mujer-mujer ,ees una aberración",[0. 0. 0. ... 0. 0. 0.],hombr mujer hombr hombr mujer mujer aberraci,0.0
8274,WGVBOKnBBfM,UCzlvz0cYsJ-pzszbUpMlc0w,"Los hermanos de Jesús, si alguno de esos hermanos de Jesús es mayor que el, no puede ser hermano porque la Virgen tenía 15 añitos era muuuy joven casi  niña y no pueden  ser hijo legítimo de sangre ni  menor  tampoco, Jesús fue hijo único de la Virgen Maria.!!",[0. 0. 0. ... 0. 0. 0.],hermano alguno hermano mayor pued hermano virgen ito muuuy joven casi pueden hijo timo sangr menor tampoco hijo nico virgen maria,0.0
8275,WGVBOKnBBfM,UCf4TBCybL-hXkLTd229SVbA,La tercer parte donde la puedo ver?,[0. 0. 0. ... 0. 0. 0.],tercer part puedo,0.0
8276,WGVBOKnBBfM,UCG0wM_0sEdhdKqNPZvSiRdQ,Me da la impresión de que quieren que a todos les guste por el ano para que ya no nos reproduzcamos y al mismo tiempo con el aborto se reduzca y/o elimine la humanidad...al fin ya tienen la inteligencia artificial,[0. 0. 0. ... 0. 0. 0.],impresi quieren gust reproduzcamo mismo tiempo aborto reduzca elimin humanidad inteligencia artifici,0.0
8279,WGVBOKnBBfM,UCAWkEGCuILL02hz-5dkjzoA,"Lo que sientan en determinado momento (imponer una ideología por manipulación del lenguaje y control de la comunicación) .siempre chocara finalmente con la biología 
Por mas se mutilen e inyecten masivamente hormonas sera un hombre o una mujer mutilado (a)  y hormonado(a) pero hombre o mujer",[0. 0. 0. ... 0. 0. 0.],sientan determinado momento impon ideolog manipulaci lenguaj control comunicaci siempr chocara finalment biolog mutilen inyecten masivament hormona sera hombr mujer mutilado hormonado hombr mujer,0.0
8281,Irf7OkJw2dk,UCMLvMjJJIibdccaRewTymXQ,Hola..muy bien Rebeca...y los pperos madre mia..no tienen vergüenza ninguno es mas son tan culpables como el psoe de lo que esta pasando...a la vista esta,[0. 0. 0. ... 0. 0. 0.],hola bien rebeca ppero madr verg enza ninguno culpabl psoe pasando vista,0.0
8282,Irf7OkJw2dk,UCzWfMSw9hpBtbNiMvHcW9vg,"Rebeca, esa tensión no resuelta entre tú y Josué aporta un algo más a las tertulias políticas",[0. 0. 0. ... 0. 0. 0.],rebeca tensi resuelta josu aporta tertulia tica,0.0
8284,Irf7OkJw2dk,UCqvAvs62cBYPiB6CsXL5jpQ,"🔥Humo las leyes de unos.
🔥Humo las leyes de unas.
🤔Que mano mece la cuna...?",[0. 0. 0. ... 0. 0. 0.],humo ley humo ley una mano mece cuna,0.0
8285,Irf7OkJw2dk,UCqYywyLGdGXfoGcA_mt88jg,Lo que hace falta es que no les voten al partido PP ni al PSOE votos para VOX que el partido que quiere a España,[0. 0. 0. ... 0. 0. 0.],hace falta voten partido psoe voto partido quier espa,0.0
8286,Irf7OkJw2dk,UCqYywyLGdGXfoGcA_mt88jg,El PP es peor que los rojos,[0. 0. 0. ... 0. 0. 0.],peor rojo,0.0
8287,Irf7OkJw2dk,UCqYywyLGdGXfoGcA_mt88jg,Muy fácil el que le dé más votes,[0. 0. 0. ... 0. 0. 0.],vote,0.0
8290,Irf7OkJw2dk,UCxhCkiFsNitZTC05TOkFJ1w,Ya lo dige pp y psoe son perros con distintos collares pero con el mismo fin ser lideres y buscar la forma de tener el poder para luego usarlo para su beneficio,[0. 0. 0. ... 0. 0. 0.],dige psoe perro distinto collar mismo lider buscar forma tener poder luego usarlo beneficio,0.0
8294,Irf7OkJw2dk,UCxhCkiFsNitZTC05TOkFJ1w,La cuestion es permitir el caos migratorio sin niguna regulacion ni contros ni de individuos extranjeros ni controlar las fronteras y nuestro entorno costero y eso si acogerlos a todos y darles cobijo en hoteles de cuatroestrellas o un alguquiler luz y agua gratis mas una ayuda dependiendo de cuantos sean de familia todo a costo del trabajador el.empresario pequeño y el juvilado.,[0. 0. 0. ... 0. 0. 0.],cuestion permitir cao migratorio niguna regulacion contro individuo extranjero controlar frontera entorno costero acogerlo darl cobijo hotel cuatroestrella alguquil agua grati ayuda dependiendo cuanto familia costo trabajador empresario pequ juvilado,0.0
8295,Irf7OkJw2dk,UCxhCkiFsNitZTC05TOkFJ1w,La unica alternativa para los españoles es vox ni mas ni menos.y el señor abascal es valiente decidido sin complejos y habla claro ante sanchez y quien se ponga por delante feijo es un titere sin gallardia.Es el muñeco de feria de sanchez por eso sanchez esta tranquilo con el pero con abascal no se juega.,[0. 0. 0. ... 0. 0. 0.],unica alternativa espa ole meno abasc valient decidido complejo habla claro sanchez ponga delant feijo titer gallardia feria sanchez sanchez tranquilo abasc juega,0.0
8296,Irf7OkJw2dk,UCxhCkiFsNitZTC05TOkFJ1w,El proximo Elendakary sera un camuflado de eta incluido en el PNV,[0. 0. 0. ... 0. 0. 0.],proximo elendakari sera camuflado incluido,0.0
8297,Irf7OkJw2dk,UCxhCkiFsNitZTC05TOkFJ1w,Feijo esta aun esperando la breva haber si sanchez tiene una conversacion secreta con sanchez.,[0. 0. 0. ... 0. 0. 0.],feijo esperando breva haber sanchez conversacion secreta sanchez,0.0
8298,Irf7OkJw2dk,UCxhCkiFsNitZTC05TOkFJ1w,Alex y el buenismo de feijo no teneis guevos asi nos va por el no decir las cosas y expresarlas por su nombre un tio que no habla claro no es de fiar.,[0. 0. 0. ... 0. 0. 0.],alex buenismo feijo tenei guevo decir cosa expresarla nombr habla claro fiar,0.0
8299,Irf7OkJw2dk,UCCUTQqBq_L9LSfdlv-KzeOw,Tu Ayuso dándole euro  a i.igrante a sindicato eso es el PP asme el favor,[0. 0. 0. ... 0. 0. 0.],ayuso ndole euro igrant sindicato asm favor,0.0
8300,6JB_3Csc27s,UCJt2T-SbG6sD2jsCnTkN6pg,Mucho Bla bla bla pero nadie va a creerte tu Antimonarquismo mientras siga en el aire la pregunta: ? QUÉ TE DIJO LA REINA ?,[0. 0. 0. ... 0. 0. 0.],nadi creert antimonarquismo mientra siga air pregunta dijo reina,0.0
8302,6JB_3Csc27s,UCJt2T-SbG6sD2jsCnTkN6pg,Y más que nunca:,[0. 0. 0. ... 0. 0. 0.],nunca,0.0
8304,6JB_3Csc27s,UCrH2j_xMTmzbxsxX5qLr1Fw,"En cuanto a el piso, es un bajo en un local es lo  único que puedo pagar. En Alcalá, mis hijos quieren que sea allí. ,En Reyes Católicos al lado de el *Lian Champoo*",[0. 0. 0. ... 0. 0. 0.],cuanto piso bajo local nico puedo pagar alcal hijo quieren rey lico lado lian champoo,0.0
8308,6JB_3Csc27s,UCqBRfGsaL3RirjKA5bzdLGA,"Todos los programas que he visto me gustan menos este y soy feminista, al final hablando de rusian en vez del feminismo",[0. 0. 0. ... 0. 0. 0.],programa visto gustan meno feminista final hablando rusian feminismo,0.0
8310,6JB_3Csc27s,UCqBRfGsaL3RirjKA5bzdLGA,Aún asi me gusta vuestro programa,[0. 0. 0. ... 0. 0. 0.],gusta programa,0.0
8313,6JB_3Csc27s,UC3kVh_n-0Mz7NQHYf811Gmg,"Pregunta: ¿la brecha salarial se explica por tipo de trabajo? Si es así, no se está pagando menos a mujeres por el mismo trabajo. Es que las mujeres eligen otro tipo de trabajo. Entonces la reivindicación es poner a mujeres en puestos donde se les pague mas.",[0. 0. 0. ... 0. 0. 0.],pregunta brecha salari explica tipo trabajo pagando meno mujer mismo trabajo mujer eligen tipo trabajo entonc reivindicaci poner mujer puesto pagu,0.0
8314,6JB_3Csc27s,UCa8rJk740ZMtMkD3dlY-v9g,"Yo trabajo de albañil, visto de albañil, tengo herramienta de albañil, huelo a albañil pero no me considero un albañil me identifico como un puto ninja.🥷🥷🥷🥷🧱🧱",[0. 0. 0. ... 0. 0. 0.],trabajo alba visto alba herramienta alba huelo alba considero alba identifico puto ninja,0.0
8315,6JB_3Csc27s,UCj4SXMGhBQGhpEyzD-yh2Xw,"Podemos deberia romper con el Gobierno por el tema saharaui, si no lo hace en las proximas elecciones no les va a votar ni el tato el tema saharaui es una linea roja......",[0. 0. 0. ... 0. 0. 0.],podemo deberia romper gobierno tema saharaui hace proxima eleccion votar tato tema saharaui linea roja,0.0
